,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Slawson,PF,-%,9,9,6' 6.50'',,8' 10.00'',221.6,6' 11.75'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GG Jackson,PF,-%,8.5,10,6' 8.25'',,8' 10.00'',214.4,6' 11.50'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Phillips,SF,-%,8.5,9,6' 6.75'',,8' 6.00'',196.6,6' 11.50'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Livingston,SF,-%,8.5,9,6' 6.00'',,8' 8.50'',219.2,6' 11.25'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azuolas Tubelis,PF,-%,9,10.5,6' 8.75'',,9' 0.00'',234.8,6' 11.00'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Hood-Schifino,PG,-%,9,9.75,6' 4.25'',,8' 4.50'',216.6,6' 10.25'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth Lundy,SF,-%,8.5,9,6' 4.00'',,8' 8.00'',214.4,6' 10.25'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dariq Whitehead,SG,-%,8.5,10,6' 5.75'',,8' 7.50'',217.2,6' 10.25'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Alexander,SG,-%,8.5,8.75,6' 3.25'',,8' 5.50'',184.6,6' 10.00'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillon Mitchell,PF,-%,8.25,9.5,6' 6.75'',,8' 9.00'',193,6' 10.00'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidy Cissoko,SF,-%,9.25,10,6' 5.50'',,8' 8.00'',223.8,6' 9.75'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Jackson Jr.,SF,-%,8.25,9.5,6' 5.50'',,8' 7.00'',198.4,6' 9.75'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omari Moore,SG,-%,9,10.25,6' 5.25'',,8' 7.5'',188.6,6' 9.75'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaime Jaquez Jr.,SF,-%,8.5,9.5,6' 6.00'',,8' 3.50'',226.4,6' 9.50'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Strawther,SF,-%,8.25,8.25,6' 6.00'',,8' 9.00'',208.8,6' 9.25'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emoni Bates,SF,-%,8,8.25,6' 8.25'',,8' 9.00'',179.2,6' 9.00'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Clark,SG,-%,8.5,9,6' 4.00'',,8' 5.50'',204.2,6' 9.00'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Council IV,SF,-%,7.75,8.5,6' 5.00'',,8' 7.00'',208,6' 9.00'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gradey Dick,SG,-%,8.25,9,6' 6.25'',,8' 5.00'',204,6' 8.75'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cason Wallace,PG,-%,8.5,9.25,6' 2.50'',,8' 5.00'',195.2,6' 8.50'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cam Whitmore,SF,-%,8,8.25,6' 5.75'',,8' 7.50'',235,6' 8.50'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Djurisic,SF,-%,8.25,9.5,6' 7.00'',,8' 6.00'',217.6,6' 8.25'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colby Jones,SG,-%,8.25,8.5,6' 4.50'',,8' 7.00'',199.2,6' 8.00'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mojave King,SG,-%,8.75,9.5,6' 3.75'',,8' 5.00'',200.6,6' 8.00'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Shannon Jr.,SF,-%,8.25,8,6' 5.50'',,8' 6.00'',220,6' 8.00'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Wilson,SF,-%,8.25,9,6' 5.50'',,8' 3.50'',230.2,6' 8.00'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bufkin,SG,-%,8,9.25,6' 4.25'',,8' 6.50'',186.8,6' 7.75'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Sheppard,SG,-%,8.5,9.5,6' 5.25'',,8' 4.00'',194.6,6' 7.75'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Black,PG,-%,8.25,9.5,6' 5.75'',,8' 6.50'',210,6' 7.50'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Pickett,PG,-%,8.5,7.5,6' 2.00'',,8' 2.50'',197.8,6' 7.25'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amari Bailey,SG,-%,8,9.25,6' 3.25'',,8' 7.50'',190.8,6' 7.00'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reece Beekman,PG,-%,8.5,8.25,6' 1.50'',,8' 4.50'',190.6,6' 7.00'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Sasser,PG,-%,8.75,9.5,6' 1.25'',,8' 3.50'',195.6,6' 7.00'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Hawkins,SG,-%,8.25,8.75,6' 4.25'',,8' 5.50'',186,6' 6.75'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terquavion Smith,SG,-%,8.5,8,6' 2.50'',,8' 2.00'',163.2,6' 6.75'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Wong,SG,-%,8.25,9.5,6' 2.50'',,8' 1.50'',178.4,6' 6.75'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandin Podziemski,SG,-%,8.25,10,6' 3.75'',,8' 0.50'',203.8,6' 5.50'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Flagler,PG,-%,8,9.25,6' 1.00'',,8' 1.00'',191.8,6' 4.50'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Judah Mintz,PG,-%,8.25,9.25,6' 3.00'',,8' 2.00'',176.4,6' 3.50'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Miles Jr.,PG,-%,8,8.25,6' 0.75'',,8' 0.00'',205,6' 0.50'',24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Williams,C,5.40%,9,9.75,7' 0.00'',7' 2.00'',9' 9.00'',242.4,7' 6.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Koloko,C,5.70%,9,10.75,6' 10.75'',7' 0.00'',9' 5.00'',221,7' 5.25'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kofi Cockburn,C,8.20%,9.75,10.25,6' 11.00'',7' 0.00'',9' 2.50'',293,7' 4.25'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker Kessler,C,14.70%,8.5,8.5,7' 0.25'',7' 1.00'',9' 5.00'',256,7' 4.25'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando Robinson,C,9.50%,8.75,10,6' 9.75'',6' 11.00'',9' 3.00'',244.4,7' 4.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominick Barlow,PF,5.90%,9,10.5,6' 8.75'',6' 9.75'',9' 0.50'',221,7' 3.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevion Williams,C,10.80%,9,10.25,6' 7.25'',6' 8.75'',9' 0.50'',264.6,7' 2.75'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moussa Diabate,C,2.70%,8.5,10.5,6' 9.25'',6' 10.25'',9' 1.50'',216.6,7' 2.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Lewis,PF,7.30%,9,10.5,6' 6.25'',6' 7.50'',8' 9.50'',235.4,7' 2.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Butler Jr.,PF,4.70%,8.5,8.75,6' 11.75'',7' 0.75'',9' 4.00'',174.4,7' 2.25'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Williams,SG,8.90%,8.5,9.5,6' 4.50'',6' 5.75'',8' 9.50'',209.2,7' 2.25'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tari Eason,PF,5.90%,9.25,11,6' 6.75'',6' 8.00'',8' 11.50'',217.4,7' 2.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonard Miller,SF,5.70%,9.25,10.5,6' 8.50'',6' 10.00'',8' 10.50'',211,7' 2.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Timme,C,15.70%,9,10,6' 8.25'',6' 9.25'',8' 11.50'',231.6,7' 2.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Baldwin Jr.,SF,8.90%,8.75,9.5,6' 9.25'',6' 10.25'',9' 2.50'',230.8,7' 1.75'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Harper Jr.,SF,14.30%,9.5,10,6' 4.00'',6' 5.50'',8' 9.50'',240.4,7' 1.25'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylin Williams,C,8.00%,8.5,10.5,6' 8.75'',6' 10.00'',9' 0.50'',236.6,7' 1.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarJon Beauchamp,SG,5.30%,9,9,6' 5.25'',6' 6.50'',8' 10.00'',196.6,7' 0.75'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalen Terry,SG,5.40%,8.5,9,6' 6.00'',6' 7.25'',8' 10.00'',195.2,7' 0.75'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendell Moore,SG,7.50%,8.75,10.25,6' 4.25'',6' 5.50'',8' 5.00'',217.2,7' 0.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peyton Watson,SF,5.20%,8.5,9.5,6' 6.75'',6' 8.00'',8' 11.50'',203.4,7' 0.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Foster Jr.,C,6.20%,8.75,10,6' 7.75'',6' 9.25'',9' 1.50'',236.6,7' 0.25'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrison Ingram,SF,8.30%,9,10,6' 5.25'',6' 7.00'',8' 7.50'',232.8,7' 0.25'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Jovic,SF,7.40%,8.75,9.75,6' 9.50'',6' 11.00'',9' 0.50'',222.6,7' 0.25'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.J. Liddell,PF,12.20%,8.25,9.25,6' 5.50'',6' 7.00'',8' 7.50'',243,6' 11.75'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Roddy,PF,11.60%,8.75,10,6' 4.50'',6' 6.00'',8' 9.00'',260.8,6' 11.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaedon Sharpe,SG,4.80%,9,9.25,6' 4.25'',6' 5.25'',8' 7.50'',198,6' 11.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall Brown,SF,4.90%,9,9,6' 6.25'',6' 7.50'',8' 7.00'',201.2,6' 11.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Juzang,SG,7.50%,8.5,9.5,6' 5.25'',6' 6.50'',8' 6.50'',208.6,6' 11.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aminu Mohammed,SG-SF,5.10%,8.75,9.5,6' 3.50'',6' 5.00'',8' 8.00'',212.8,6' 11.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabari Walker,PF,12.10%,8.75,9.75,6' 6.75'',6' 8.00'',8' 9.00'',213.8,6' 10.75'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyson Daniels,SG,4.90%,8.5,9.75,6' 6.00'',6' 7.50'',8' 9.00'',195.2,6' 10.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Mayer,SF,11.10%,9,10.25,6' 8.00'',6' 9.25'',8' 9.00'',216.4,6' 10.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ochai Agbaji,SG,5.40%,8.75,9.5,6' 4.50'',6' 5.75'',8' 8.00'',216.8,6' 10.25'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaki Branham,SG,6.10%,8.5,9.75,6' 4.00'',6' 5.50'',8' 6.50'',194.8,6' 10.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Champagnie,SF,7.10%,8.75,9.25,6' 6.25'',6' 7.75'',8' 11.00'',212.4,6' 10.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Rollins,SG,5.00%,8,8.5,6' 2.00'',6' 3.25'',8' 4.50'',179.2,6' 9.75'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake LaRavia,PF,9.00%,8.5,10.25,6' 6.75'',6' 8.00'',8' 8.00'',227.2,6' 9.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Strawther,SF,7.90%,8.25,8.5,6' 5.75'',6' 7.00'',8' 8.50'',207.6,6' 9.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Wesley,SG,5.60%,8.25,9,6' 3.00'',6' 4.25'',8' 7.00'',187.2,6' 9.25'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bennedict Mathurin,SG,5.70%,8.5,9.75,6' 4.50'',6' 6.00'',8' 8.00'',204.6,6' 9.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Christie,SG,4.80%,8,8.5,6' 4.25'',6' 5.75'',8' 6.50'',189.2,6' 8.75'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce McGowens,SG,5.40%,8.75,9.5,6' 5.25'',6' 6.50'',8' 7.50'',181.2,6' 8.75'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dereon Seabron,SG,4.00%,8.5,9.5,6' 4.75'',6' 5.75'',8' 7.50'',182.4,6' 8.75'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Davis,PG,6.70%,8.5,10.25,6' 4.25'',6' 5.75'',8' 7.50'',196.4,6' 8.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keon Ellis,SG,3.80%,8,9.25,6' 3.50'',6' 4.75'',8' 6.00'',167.4,6' 8.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iverson Molinar,PG,4.80%,8.5,9.5,6' 2.25'',6' 3.25'',8' 5.00'',183.2,6' 8.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriele Procida,SG-SF,3.80%,8,9.25,6' 5.75'',6' 7.75'',8' 10.00'',192.8,6' 8.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Spagnolo,PG,8.60%,8.25,10,6' 4.00'',6' 5.50'',8' 6.00'',196.2,6' 8.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TyTy Washington Jr.,SG,12.00%,8.5,9.25,6' 2.25'',6' 3.75'',8' 3.50'',196.4,6' 8.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Keels,SG,13.50%,8.25,9,6' 3.25'',6' 4.75'',8' 5.00'',223.8,6' 7.25'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alondes Williams,SG,7.20%,8.5,9.25,6' 3.75'',6' 5.00'',8' 6.00'',209,6' 7.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Braun,SG,6.20%,8,8.5,6' 5.50'',6' 7.00'',8' 3.50'',209.2,6' 6.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JD Davison,PG,7.80%,8.5,9.5,6' 0.50'',6' 2.50'',8' 3.50'',191.8,6' 6.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terquavion Smith,SG,3.80%,8.5,8,6' 2.25'',6' 3.75'',8' 2.00'',165.2,6' 6.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Nembhard,PG,4.40%,8,9.5,6' 3.00'',6' 4.50'',8' 3.00'',195.6,6' 5.75'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotty Pippen Jr.,PG,5.30%,7.75,9,6' 0.00'',6' 1.50'',7' 11.50'',180,6' 5.75'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Besson,SG,8.80%,7.5,8.5,6' 4.50'',6' 5.75'',8' 6.00'',180.4,6' 5.50'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennedy Chandler,PG,4.40%,8.5,9.5,5' 11.50'',6' 0.50'',8' 1.00'',172.2,6' 5.25'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean Montero,PG,7.40%,8,8.75,6' 1.00'',6' 2.25'',8' 2.50'',171.8,6' 5.25'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collin Gillespie,PG,8.60%,8.25,9,6' 1.50'',6' 2.75'',8' 2.00'',195.8,6' 4.00'',23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,